trial_id	timestamp	git_hash	roi	hit_rate	n_trades	n_hits	invest	return	composite_score	change_summary	is_kept
150	2026-04-19 09:28:53	0243367	887.7	10.1	9066	916	906600	8047920	887.7	Add Venue_PayoutSkew (skewness of venue payout distribution, captures rare big-upset vs uniform upset venue profiles)	0
151	2026-04-19 09:35:15	0243367	903.02	10.37	9066	940	906600	8186810	903.02	Add B{lane}_Count (career race count per player, encodes WinRate reliability and player experience)	0
152	2026-04-19 09:41:23	0243367	882.8	10.26	9066	930	906600	8003460	882.8	Add Venue_LaneWin_Entropy (entropy of winning lane distribution per venue, high=any lane wins=upset-prone)	0
153	2026-04-19 09:45:14	0243367	903.42	10.31	9066	935	906600	8190370	903.42	Remove Diff_B1_vs_MaxOuter feature (reduces B1-dominance signal that may cause overconfidence in obvious combos)	1
154	2026-04-19 09:48:16	6ef8d9a	868.57	10.28	9066	932	906600	7874480	868.57	Remove Diff_WinRate_1_2 (B1 vs B2 win rate diff, reduces B1-dominance signal causing overconfidence)	0
155	2026-04-19 09:51:04	6ef8d9a	891.95	10.06	9066	912	906600	8086420	891.95	Remove B1_WinRate_Over_Avg (B1 vs field average win rate, reduces B1-dominance overconfidence signal)	0
156	2026-04-19 09:54:03	6ef8d9a	223.01	10.19	9066	924	906600	2021800	223.01	Remove WinRate_Spread (max-min win rate field spread, reduces overconfidence signal in B1-dominant races)	0
157	2026-04-19 09:57:01	6ef8d9a	903.42	10.31	9066	935	906600	8190370	903.42	Remove B1_Is_Top_WinRate (from new 153 baseline, derivable from B1_WinRate_Rank, tests if zero-importance has changed)	0
158	2026-04-19 09:59:44	6ef8d9a	220.55	10.25	9066	929	906600	1999550	220.55	Change Bayesian alpha from 5.0 to 2.0 (less smoothing for VenueLanePWR_Bayes, trust per-lane sample more)	0
159	2026-04-19 10:02:36	6ef8d9a	888.38	10.30	9066	934	906600	8054050	888.38	Remove Max_Outer_WinRate (outer boat max win rate, companion to already-removed Diff_B1_vs_MaxOuter)	0
160	2026-04-19 10:05:42	6ef8d9a	881.08	10.19	9066	924	906600	7987910	881.08	Add VenueMonth_AvgPayout (venue x month mean payout, captures seasonal upset variation per venue beyond global venue avg)	0
161	2026-04-19 10:09:07	6ef8d9a	884.16	10.41	9066	944	906600	8015750	884.16	Remove B1_RankScore_Over_Avg (B1 rank score vs field avg, rank-score B1 dominance signal)	0
162	2026-04-19 10:12:19	6ef8d9a	226.66	10.19	9066	924	906600	2054940	226.66	Add WaterTemp_VenueRank (percentile rank of water temp within venue, captures unusually hot/cold race conditions)	0
163	2026-04-19 10:15:07	6ef8d9a	226.18	10.09	9066	915	906600	2050530	226.18	Remove B{lane}_VenueLanePWR_x_ExAdv group (VLP * ExTime advantage cross-products, precise ordering signal causing overconfidence)	0
164	2026-04-19 10:20:20	6ef8d9a	591.87	17.55	9066	1591	906600	5365930	591.87	Add VenueLaneP3inRate (per-player venue-lane 3rd-place finish rate, finer granularity for 3rd model)	0
165	2026-04-19 10:24:10	6ef8d9a	236.64	10.34	9066	937	906600	2145360	236.64	Add Course_3in_Rank (within-race rank of per-lane 3rd-place rate, analogous to existing Course_2in_Rank, helps 3rd model)	0
166	2026-04-19 10:28:02	6ef8d9a	868.88	10.29	9066	933	906600	7877310	868.88	Add WinRate_HHI (Herfindahl-Hirschman Index of win rates, symmetric race uncertainty measure, complements Venue_AvgPayout)	0
167	2026-04-19 10:31:43	6ef8d9a	901.31	10.30	9066	934	906600	8171310	901.31	Remove B1_VenueLanePWR_x_ExAdv only (B1 venue-lane aptitude x engine advantage double-signal for B1, similar to removed Diff_B1_vs_MaxOuter)	0
168	2026-04-19 10:35:29	6ef8d9a	877.40	10.24	9066	928	906600	7954510	877.40	Add VenueLane_BaseWinRate (venue x lane structural win rate regardless of player, complements player-specific VenueLanePWinRate)	0
169	2026-04-19 10:38:40	6ef8d9a	903.41	10.36	9066	939	906600	8190270	903.41	Add Venue_StdPayout (std deviation of payouts per venue, captures payout volatility beyond mean, complements Venue_AvgPayout)	0
170	2026-04-19 10:42:00	6ef8d9a	903.42	10.31	9066	935	906600	8190370	903.42	Add B{lane}_Wave_Penalty (wave x lane outer-bias, physics: outer lanes more affected by choppy conditions)	0
171	2026-04-19 10:45:27	6ef8d9a	230.78	10.18	9066	923	906600	2092280	230.78	Change Bayesian alpha from 5.0 to 10.0 (more smoothing toward VenueWinRate, alpha=2.0 crashed, exploring higher end)	0
172	2026-04-19 10:49:19	6ef8d9a	902.40	10.35	9066	938	906600	8181130	902.40	Add B{lane}_VenueLane_AvgPayout (avg payout when lane L wins at venue V, conditional payout signal for value bet detection)	0
173	2026-04-19 10:52:53	6ef8d9a	884.10	10.28	9066	932	906600	8015270	884.10	Remove ExTimeMin_vs_VenueAvg (race min exhibit time vs venue average, potentially adding noise rather than signal)	0
174	2026-04-19 10:56:34	6ef8d9a	234.00	10.24	9066	928	906600	2121460	234.00	Compute MotorWinRate directly from races+results when motor_stats is empty (activates previously zero-filled motor features)	0
175	2026-04-19 11:00:27	6ef8d9a	879.21	10.40	9066	943	906600	7970880	879.21	Add VenueR_AvgPayout (avg payout per venue x race-number, captures race-slot upset tendency beyond venue-level avg)	0
176	2026-04-19 11:04:07	6ef8d9a	877.71	10.26	9066	930	906600	7957320	877.71	Remove B1_ExTime_vs_Min (B1 engine advantage vs field best, condensed B1-domination signal analogous to removed Diff_B1_vs_MaxOuter)	0
177	2026-04-19 11:07:31	6ef8d9a	874.27	10.10	9066	916	906600	7926120	874.27	Remove B1_VenueLanePWR_x_WR only (B1 venue-lane rate x career win rate, career-on-career double B1-dominance signal)	0
178	2026-04-20 03:04:05	48b158d	742.32	10.11	11370	1149	1137000	8440220	742.32	Add B{lane}_Course_Win_Rank (within-race rank of course-specific 1st-place rate, symmetric counterpart to Course_2in_Rank)	0
179	2026-04-20 03:07:01	48b158d	226.57	9.91	11370	1127	1137000	2576140	226.57	Add B{lane}_ExTime_Norm (normalized ExTime position 0=fastest,1=slowest, scale-aware vs integer rank, distinguishes tight vs spread fields)	0
180	2026-04-20 03:09:39	48b158d	745.42	10.04	11370	1142	1137000	8475390	745.42	Add B{lane}_WinRate_vs_Max (each boat win rate minus race-best win rate, gap-to-leader for all boats, extends Diff_WinRate_1_2)	0
181	2026-04-20 03:12:17	48b158d	223.93	10.08	11370	1146	1137000	2546140	223.93	Add Weekday_Sin/Cos (cyclic day-of-week encoding, finer than binary IsWeekend, captures Mon-Sun betting composition differences)	0
182	2026-04-20 03:16:00	48b158d	218.92	9.90	11370	1126	1137000	2489130	218.92	Add B{lane}_VLPBayes_x_WR (Bayesian-smoothed venue-lane aptitude x career win rate, noise-reduced version of existing VenueLanePWR_x_WR)	0
183	2026-04-20 03:18:44	48b158d	212.39	10.09	11370	1147	1137000	2414870	212.39	Baseline check: unmodified build_features.py on current data (data may have been updated since trial 153)	0
184	2026-04-20 03:22:06	48b158d	208.50	10.22	11370	1162	1137000	2370680	208.50	Add B{lane}_RankScore_Rank (within-race grade rank 1=A1 best, analogous to WinRate_Rank but using official A1/A2/B1/B2 grades)	0
185	2026-04-20 03:24:26	48b158d	737.30	10.01	11370	1138	1137000	8383080	737.30	Add B{lane}_VenueWinRate_Rank (within-race rank of venue-specific win rate, venue-focused complement to global WinRate_Rank)	0
186	2026-04-20 03:26:26	48b158d	742.22	10.04	11370	1141	1137000	8439050	742.22	Add WinRate_Std (standard deviation of 6 boats win rates, captures field homogeneity vs dominant-favorite balance)	0
187	2026-04-20 03:28:48	48b158d	209.64	10.09	11370	1147	1137000	2383650	209.64	Add B{lane}_WinRate_x_ExSpeed (career win rate x engine speed score 7-rank, combines player skill and today motor performance)	0
188	2026-04-21 03:06:20	948bb68	765.96	10.04	10833	1088	1083300	8297660	765.96	Add B{lane}_ExTime_vs_VenueAvg (per-boat ExTime vs venue historical average, captures absolute motor speed relative to venue norm)	0
189	2026-04-21 03:12:30	948bb68	750.91	9.92	10833	1075	1083300	8134600	750.91	Add B{lane}_VenueWR_x_VLPBayes (VenueWinRate * Bayesian venue-lane win rate, squared venue expertise compound)	0
190	2026-04-21 03:17:04	948bb68	763.13	10.10	10833	1094	1083300	8267000	763.13	Add B{lane}_VenueRaceCount_vs_Avg (each boat venue race count minus race mean, relative venue experience advantage vs field)	0
191	2026-04-21 03:20:18	948bb68	759.59	9.96	10833	1079	1083300	8228670	759.59	Add B{lane}_VLPBayes_vs_WR (Bayesian venue-lane win rate minus career win rate, venue-lane specific advantage over career average)	0
192	2026-04-21 03:23:33	948bb68	763.32	9.90	10833	1072	1083300	8269010	763.32	Add Race_Max_VLPBayes and Race_Avg_VLPBayes (race-level max and mean Bayesian venue-lane win rate, captures whether a venue-lane expert is in the field)	0
193	2026-04-21 03:26:56	948bb68	753.27	9.93	10833	1076	1083300	8160180	753.27	Add B{lane}_VLPBayes_vs_CourseWin (Bayesian venue-lane win rate minus official Course_Win, captures discrepancy between DB-computed and official stats)	0
194	2026-04-21 03:31:03	948bb68	765.38	9.95	10833	1078	1083300	8291410	765.38	Add B{lane}_CareerLaneRaceCount (career total race count for player at each lane number across all venues, measures general lane experience)	0
195	2026-04-21 03:34:46	948bb68	751.88	9.91	10833	1074	1083300	8145070	751.88	Add B{lane}_VenueWR_x_Career2inRate (VenueWinRate * Career2inRate, venue specialist with strong 2nd-place tendency compound)	0
196	2026-04-21 03:37:54	948bb68	762.94	9.94	10833	1077	1083300	8264930	762.94	Add B{lane}_WinRate_x_VenueWR (career WinRate * VenueWinRate, combines overall skill with venue-specific performance)	0
197	2026-04-21 03:41:23	948bb68	760.18	9.91	10833	1074	1083300	8235000	760.18	Add B{lane}_VenueWR_x_ETStrength (VenueWinRate * (7 - ExTime_Rank), venue mastery weighted by rank-based motor speed, rank-based version of trial84)	0
198	2026-04-22 03:12:23	c674c28	209.73	9.92	10797	1071	1079700	2264430	209.73	Add B{lane}_RecentWinRate20 (player form from last 20 races globally) + RecentWR_vs_WR (hot/cold streak vs career avg)	0
199	2026-04-22 03:17:56	c674c28	738.31	9.85	10797	1064	1079700	7971570	738.31	Add B{lane}_ExTime_vs_VenueLaneAvg (per-boat ExTime vs venue+lane historical avg, removes lane-specific motor bias)	0
200	2026-04-22 03:23:36	c674c28	765.86	10.14	10797	1095	1079700	8269000	765.86	Add CourseWin_Spread (lane win rate spread in race) + AvgPayout_x_CWSpread (upset-prone venue x lane inequality compound)	0
201	2026-04-22 03:27:36	c674c28	761.76	9.95	10797	1074	1079700	8224730	761.76	Add B{lane}_VLPBayes_x_Career2in (Bayesian venue-lane win rate x career 2nd-place rate, novel compound distinct from trial90/117)	0
202	2026-04-22 03:32:06	c674c28	763.07	10.06	10797	1086	1079700	8238880	763.07	Add B{lane}_VenueWR_x_Career3in (venue win rate x career 3rd-place rate, complement to Career2in compound for 3rd model)	0
203	2026-04-22 03:35:21	c674c28	225.06	10.16	10797	1097	1079700	2429920	225.06	Remove B{lane}_VenueLanePWR_Rank (within-race rank of VenueLanePWinRate, may cause overconfidence on new data window)	0
204	2026-04-22 03:38:38	c674c28	223.10	10.03	10797	1083	1079700	2408850	223.10	Add ExTime_Avg (race-level mean ExTime across all 6 boats, overall motor quality context not previously stored as feature)	0
205	2026-04-22 03:42:38	c674c28	215.37	10.15	10797	1096	1079700	2325340	215.37	Add VLPBayes_Spread (max-min VLPBayes in race, venue-lane expertise gap) + AvgPayout_x_VLPBSpread (upset venue x expertise imbalance)	0
206	2026-04-22 03:46:28	c674c28	757.42	10.01	10797	1081	1079700	8177820	757.42	Add B{lane}_VLPBayes_vs_VenueWR (Bayesian venue-lane win rate minus venue win rate, lane-specific edge; Bayes version of trial89)	0
207	2026-04-22 03:51:14	c674c28	768.94	10.09	10797	1089	1079700	8302240	768.94	Add B{lane}_VLPWRank_x_AvgPayout (VenueLanePWR_Rank x Venue_AvgPayout, upset venue x lane expertise rank interaction)	0
208	2026-04-23 03:08:24	cd0282e	784.36	9.88	10257	1013	1025700	8045150	784.36	Add B{lane}_ExTime_Zscore (z-score normalized ExTime within race, continuous outlier position beyond rank)	0
209	2026-04-23 03:14:05	cd0282e	211.03	10.03	10257	1029	1025700	2164540	211.03	Add B{lane}_WinRate_Zscore (z-score normalized player win rate within race, continuous spread-aware position)	0
210	2026-04-23 03:17:19	cd0282e	790.09	10.08	10257	1034	1025700	8103920	790.09	Add WaterTemp_x_Wave (water temperature x wave height interaction, seasonal rough-conditions compound index)	0
211	2026-04-23 03:22:15	cd0282e	784.66	10.12	10257	1038	1025700	8048240	784.66	Add B{lane}_Career2vs3_Ratio (Career2inRate / Career3inRate+eps, distinguishes 2nd-place vs 3rd-place specialist tendency)	0
212	2026-04-23 03:26:28	cd0282e	786.66	9.94	10257	1020	1025700	8068820	786.66	Add WaterTemp_x_WindSpeed (water temp x wind speed interaction, env compound index)	0
213	2026-04-23 03:30:16	cd0282e	776.41	9.96	10257	1022	1025700	7963610	776.41	Add ExTime_CV (coefficient of variation std/mean, normalized race tightness distinct from Spread and Std)	0
214	2026-04-23 03:34:31	cd0282e	772.51	9.92	10257	1018	1025700	7923630	772.51	Add Avg_Career2inRate (race-level mean career 2nd-place rate, field 2nd-place crowdedness indicator)	0
215	2026-04-23 03:38:22	cd0282e	789.24	9.97	10257	1023	1025700	8095210	789.24	Add B{lane}_Course3in_x_Career3in (lane-specific 3rd rate x career 3rd rate product, for 3rd model two-source signal)	0
216	2026-04-23 03:41:48	cd0282e	791.35	10.04	10257	1030	1025700	8116860	791.35	Add Wave_Squared (wave^2 quadratic term, captures nonlinear extreme rough-water impact)	0
217	2026-04-23 03:44:52	cd0282e	791.35	10.04	10257	1030	1025700	8116860	791.35	Add WindSpeed_Squared (wind^2 quadratic term, captures nonlinear extreme wind impact, parallel to Wave_Squared)	0
218	2026-04-23 03:48:30	cd0282e	777.26	9.95	10257	1021	1025700	7972400	777.26	Add ExTimeSpread_x_Wave (race motor spread x wave height, motor gap amplified in rough water)	0
219	2026-04-23 03:52:06	cd0282e	789.90	9.92	10257	1018	1025700	8102020	789.90	Add R_x_Wave (race number x wave height, intraday wind/wave progression signal)	0
220	2026-04-23 03:55:41	cd0282e	780.00	9.93	10257	1019	1025700	8000420	780.00	Add B{lane}_VLPBayes_vs_Avg (Bayesian smoothed venue-lane win rate minus race mean, noise-reduced relative advantage)	0
221	2026-04-23 03:59:27	cd0282e	791.35	10.04	10257	1030	1025700	8116860	791.35	Add WaterTemp_Squared (water temp^2 quadratic, nonlinear extreme temperature effect)	0
222	2026-04-23 04:03:22	cd0282e	791.35	10.04	10257	1030	1025700	8116860	791.35	Add Venue_AvgPayout_Log (log1p transform of venue avg payout, dampens extreme high-payout outliers)	0
223	2026-04-23 04:07:01	cd0282e	791.35	10.04	10257	1030	1025700	8116860	791.35	Add IsRain_x_Wave (rain binary flag x wave height, specialized rough weather signal using previously excluded Weather)	0
224	2026-04-23 04:10:20	cd0282e	782.38	9.90	10257	1015	1025700	8024870	782.38	Add WaterTemp_x_MonthSin (water temp x seasonal sin, captures seasonal temperature anomalies)	0
225	2026-04-23 04:13:44	cd0282e	770.51	9.86	10257	1011	1025700	7903140	770.51	Add B{lane}_CourseWin_x_Wave (per-lane course win rate x wave height, rough-water lane-specific skill)	0
226	2026-04-23 04:17:22	cd0282e	214.29	9.96	10257	1022	1025700	2197970	214.29	Add B{lane}_Course2in_x_VenueWR (lane 2nd place rate x venue win rate, 2nd-place candidate with venue familiarity)	0
227	2026-04-24 03:07:59	e5365de	799.04	9.95	9792	974	979200	7824230	799.04	Add B{lane}_Career2in3in_Sum and Career2in3in_Rank (podium-placement specialist composite rate and within-race rank)	0
228	2026-04-24 03:11:44	e5365de	806.72	9.99	9792	978	979200	7899420	806.72	SESSION BASELINE (reverted state, current data)	0
229	2026-04-24 03:16:52	e5365de	211.21	10.00	9792	979	979200	2068180	211.21	Add B{lane}_Career3inRate_Rank (within-race rank of career 3rd place rate, dedicated 3rd-model signal)	0
230	2026-04-24 03:21:05	e5365de	806.72	9.99	9792	978	979200	7899420	806.72	Add B{lane}_Motor2in_x_Career2in (motor 2nd-place rate x player career 2nd-place rate cross-source product)	0
231	2026-04-24 03:25:03	e5365de	216.69	10.05	9792	984	979200	2121840	216.69	Add B{lane}_WR_x_CWStrength (WinRate x (7 - Course_Win_Rank), player skill x lane win rate strength compound)	0
232	2026-04-24 03:29:00	e5365de	807.29	9.88	9792	967	979200	7905010	807.29	Add B1_ExTime_vs_AvgOuter (B1 motor time minus outer boats B2-B6 mean, excludes B1 from reference unlike B1_ExTime_vs_Avg)	1
233	2026-04-24 03:32:41	6bf1d34	800.66	9.84	9792	964	979200	7840070	800.66	Add B{lane}_ExTime_vs_OtherMean for all 6 lanes (each boat motor time vs mean of other 5 boats, extension of successful B1 version)	0
234	2026-04-24 03:36:09	6bf1d34	217.55	10.03	9792	982	979200	2130250	217.55	Add B1_WinRate_vs_AvgOuter (B1 win rate minus mean of B2-B6, self-excluded reference, WinRate analog of successful B1_ExTime_vs_AvgOuter)	0
235	2026-04-24 03:39:59	6bf1d34	204.35	9.96	9792	975	979200	2000990	204.35	Add B1_ExTime_vs_OuterMin (B1 minus fastest outer motor, signed: negative when B1 is fastest, reveals B1-fastest magnitude unlike B1_ExTime_vs_Min which floors at 0)	0
236	2026-04-24 03:44:26	6bf1d34	818.59	10.04	9792	983	979200	8015680	818.59	Add Race_N_StrongFavorites (count of boats with WinRate > 6.0, field strength density as discrete count)	1
237	2026-04-24 03:48:20	043e1b5	805.99	9.92	9792	971	979200	7892270	805.99	Add Race_N_AClassBoats (count of A-class boats, RankScore >= 3, official class-based field density complementing Race_N_StrongFavorites)	0
238	2026-04-24 03:51:30	043e1b5	823.90	10.00	9792	979	979200	8067670	823.90	Add Race_N_WeakBoats (count of boats with WinRate < 4.0, weak-field density, mirror of Race_N_StrongFavorites)	1
239	2026-04-24 03:54:59	53a0731	806.95	10.01	9792	980	979200	7901670	806.95	Add Race_N_FastMotors (count of boats with ExTime within 0.05s of fastest, motor parity indicator)	0
240	2026-04-24 03:58:26	53a0731	822.09	10.01	9792	980	979200	8049950	822.09	Add Race_N_VenueExperienced (count of boats with VenueRaceCount > 10, venue familiarity density)	0
241	2026-04-24 04:02:02	53a0731	823.90	10.00	9792	979	979200	8067670	823.90	Add Race_N_HotMotors (count of boats with MotorWinRate > 0.30, motor hotness density complementing win-rate density)	0
242	2026-04-24 04:05:38	53a0731	812.00	9.92	9792	971	979200	7951110	812.00	Add Race_N_VenueWRHigh (count of boats with VenueWinRate > 0.20, venue-specific strong winners density)	0
243	2026-04-24 04:09:12	53a0731	815.07	10.19	9792	998	979200	7981140	815.07	Add Race_N_SuperFavorites (count of boats with WinRate > 7.0, top-tier favorite density, stricter threshold than Race_N_StrongFavorites)	0
244	2026-04-24 04:12:56	53a0731	812.99	10.04	9792	983	979200	7960760	812.99	Add Race_N_Strong_x_Weak (product of N_StrongFavorites and N_WeakBoats, identifies polarized fields)	0
245	2026-04-24 04:16:21	53a0731	823.90	10.00	9792	979	979200	8067670	823.90	Add Race_Has_Absolute_Favorite (binary flag: Max_WinRate > 7.5, identifies rare top-tier favorite present situation)	0
246	2026-04-24 04:19:55	53a0731	812.12	9.81	9792	961	979200	7952240	812.12	Add Race_N_VenueLaneMaster (count of boats with VenueLanePWinRate > 0.3 AND VenueLanePRaceCount > 3, reliable venue-lane expert density)	0
247	2026-04-24 04:23:48	53a0731	815.01	9.97	9792	976	979200	7980570	815.01	Add Race_N_MiddleBoats (count of boats with 4.0 <= WinRate <= 6.0, middle-tier density, complement to extremes)	0
248	2026-04-24 04:27:19	53a0731	816.54	10.09	9792	988	979200	7995520	816.54	Add R_x_Venue_AvgPayout (race number x venue upset-proneness interaction, intra-day upset tendency)	0
249	2026-04-25 03:07:54	c279c77	848.37	10.00	9360	936	936000	7940730	848.37	Add Race_N_OuterStrongerThanB1 (count of outer boats with WinRate > B1, discrete B1-threat spread)	1
250	2026-04-25 03:12:38	f2a795a	848.37	10.00	9360	936	936000	7940730	848.37	Add Race_N_OuterFasterThanB1 (count of outer boats with ExTime < B1, discrete motor-threat spread)	0
251	2026-04-25 03:16:57	f2a795a	219.53	10.07	9360	943	936000	2054840	219.53	Add B1_Absolute_Dominance (binary: B1 ranked 1st in both WinRate_Rank AND ExTime_Rank, iron-B1 compound flag)	0
252	2026-04-25 03:20:32	f2a795a	848.37	10.00	9360	936	936000	7940730	848.37	Add Race_N_OuterBetterVenueLane (count of outer boats with VenueLanePWinRate > B1, venue-lane B1-threat spread)	0
253	2026-04-25 03:24:46	f2a795a	215.00	9.90	9360	927	936000	2012380	215.00	Add Race_WinRate_Gini (Gini coefficient of WinRate within race, ordering-based inequality metric)	0
254	2026-04-25 03:29:27	f2a795a	839.68	10.12	9360	947	936000	7859360	839.68	Add Race_VLPBayes_Std (race-level std of Bayesian venue-lane win rates, venue-lane aptitude spread)	0
255	2026-04-25 03:33:42	f2a795a	215.85	10.03	9360	939	936000	2020370	215.85	Add ExTime_Skew (skewness of ExTime within race, asymmetric motor distribution shape beyond Std/Spread)	0
256	2026-04-25 03:37:27	f2a795a	848.65	9.98	9360	934	936000	7943320	848.65	Add Race_Min_WinRate (race min WinRate, standalone weakest-boat signal complementing Race_N_WeakBoats)	1
